sitename,Month,Day,Year,pupcount,comments
Yunaska,6,29,2015,166,Hex aerial image count
Yunaska,6,23,2004,75,SWFSC count from MF non-pup aerial survey photo
Yunaska,7,3,2010,181,NA
Agattu,7,6,1990,1127,"""Douglas & Byrd, 1990, Alaska Maritime NWR"""
Agattu,7,5,1989,907,"""1153 in Loughlin et al, 1992"""
Agattu,99,99,1988,1218,NA
Agattu,7,99,1979,183,"""AINWR report, 1980 (rt added 7/99, min count)"""
Agattu/Cape Sabak,6,30,2008,82,Logs for checkcount
Agattu/Cape Sabak,6,25,1997,379,checked to field book
Agattu/Cape Sabak,7,16,2011,77,5 dead pups
Agattu/Cape Sabak,6,26,2012,69,"Spook count, RT only count, + 2 dead"
Agattu/Cape Sabak,7,4,2002,212,"trl 112, 109; rt 106; ml 98,   + rt 106"
Agattu/Cape Sabak,6,26,2013,58,See comment above for 2 dead included to live for each count. Rt 2/11/14
Agattu/Cape Sabak,7,16,2011,74,NA
Agattu/Cape Sabak,6,26,2013,64,NA
Agattu/Cape Sabak,6,26,2013,55,"Non-pups BF:173/170 RT:158/160 JT:172  Pups BF:53/56, 2 dead RT:61/62, 2 dead  JT:56, 2 dead"
Agattu/Cape Sabak,6,30,2008,84,Logs for checkcount
Agattu/Cape Sabak,6,28,2007,94,need individ cnts from gelatt book
Agattu/Cape Sabak,7,2,2005,113,NA
Agattu/Cape Sabak,6,23,2015,43,NA
Agattu/Cape Sabak,6,21,2004,159,SWFSC count from MF non-pup aerial survey photo
Agattu/Cape Sabak,6,23,2015,43,NA
Agattu/Cape Sabak,6,26,2013,58,NA
Agattu/Cape Sabak,6,26,2013,63,NA
Agattu/Cape Sabak,6,22,2011,67,NA
Agattu/Cape Sabak,6,25,2014,45,Hexacopter aerial photos
Agattu/Cape Sabak,6,25,2014,44,Hexacopter aerial photos
Agattu/Cape Sabak,6,24,1998,314,checked to field book
Agattu/Cape Sabak,6,22,2011,60,NA
Agattu/Cape Sabak,6,22,2011,64,NA
Agattu/Cape Sabak,6,22,2011,58,NA
Agattu/Cape Sabak,6,22,2011,62,NA
Agattu/Cape Sabak,6,22,2011,59,NA
Agattu/Gillon Point,6,21,2004,174,SWFSC count from MF non-pup aerial survey photo
Agattu/Gillon Point,6,24,2013,99,ground count
Agattu/Gillon Point,6,24,2013,103,"incl 2 dead, spook counts"
Agattu/Gillon Point,6,30,2008,143,Logs for checkcount
Agattu/Gillon Point,6,24,2013,100,"incl 2 dead, spook counts"
Agattu/Gillon Point,6,24,2013,106,"incl 2 dead, spook counts"
Agattu/Gillon Point,7,2,2005,157,NA
Agattu/Gillon Point,6,25,1997,258,checked to field book
Agattu/Gillon Point,6,24,2012,66,NA
Agattu/Gillon Point,6,24,2012,61,NA
Agattu/Gillon Point,7,4,2002,159,trl 177; rt 162; dt 154; th 142
Agattu/Gillon Point,6,24,2014,82,Hexacopter aerial photos
Agattu/Gillon Point,6,24,1998,213,checked to field book
Agattu/Gillon Point,6,24,2014,79,Hexacopter aerial photos
Agattu/Gillon Point,7,16,2011,83,NA
Agattu/Gillon Point,6,30,2008,142,Logs for checkcount
Agattu/Gillon Point,7,16,2011,83,2 dead pups
Alaid,6,26,2013,13,"BF:70/72 RT:72/75 non pups, plus 4 AM on haulout; pups BF:12 RT:13. Caught our wind and became alert to our presence; 4 AM on haulout went into water."
Alaid,6,26,2013,12,NA
Alaid,6,16,2004,20,SWFSC count from MF non-pup aerial survey photo
Alaid,6,22,2014,16,Hexacopter aerial photos
Alaid,7,2,2005,27,NA
Alaid,6,22,2015,7,NA
Alaid,6,22,2014,16,Hexacopter aerial photos
Alaid,6,27,2012,7,NA
Alaid,6,24,2008,21,Logs for checkcount
Alaid,6,24,2008,20,Logs for checkcount
Attu,7,10,1979,642,"""AINWR report, 1980"""
Attu/Cape Wrangell,6,21,2015,25,"25 live, 1 dead"
Attu/Cape Wrangell,6,21,2015,23,NA
Attu/Cape Wrangell,6,24,2011,24,NA
Attu/Cape Wrangell,6,25,2012,26,NA
Attu/Cape Wrangell,6,24,1997,222,checked to field book
Attu/Cape Wrangell,6,23,2013,32,"Ground count, incl 2 dead, spook counts"
Attu/Cape Wrangell,6,25,2012,22,NA
Attu/Cape Wrangell,6,25,1998,154,checked to field book
Attu/Cape Wrangell,6,24,2011,22,NA
Attu/Cape Wrangell,6,24,2011,16,NA
Attu/Cape Wrangell,6,24,2011,25,NA
Attu/Cape Wrangell,6,24,2011,20,NA
Attu/Cape Wrangell,6,24,2011,20,NA
Attu/Cape Wrangell,7,16,2011,26,NA
Attu/Cape Wrangell,6,24,2011,22,NA
Attu/Cape Wrangell,6,23,2014,35,Hexacopter aerial photos
Attu/Cape Wrangell,6,23,2014,34,Hexacopter aerial photos
Attu/Cape Wrangell,7,16,2011,28,1 dead pups
Attu/Cape Wrangell,7,5,2002,75,trl 78; ml 71; dt 75; th 76
Attu/Cape Wrangell,7,8,2005,47,NA
Attu/Cape Wrangell,6,21,2004,47,SWFSC count from MF non-pup aerial survey photo
Attu/Chichagof Point,6,25,2012,0,"Counted again next am, haulout."
Attu/Chichagof Point,7,16,2011,0,NA
Attu/Chichagof Point,6,17,2004,0,SWFSC count from MF non-pup aerial survey photo
Attu/Chichagof Point,7,16,2011,0,NA
Attu/Chichagof Point,6,25,2014,0,Hexacopter aerial photos
Attu/Chichagof Point,6,25,2014,0,Hexacopter aerial photos
Attu/Chichagof Point,6,23,2013,0,All sea lions were on Gibson Island rocks
Attu/Chirikof Point,7,16,2011,0,NA
Attu/Chirikof Point,6,26,2012,0,NA
Attu/Chirikof Point,7,16,2011,0,NA
Attu/Chirikof Point,6,17,2004,1,SWFSC count from MF non-pup aerial survey photo
Attu/Chirikof Point,6,23,2013,0,NA
Attu/Kresta Point,6,17,2004,0,SWFSC count from MF non-pup aerial survey photo
Attu/Kresta Point,6,23,2013,0,NA
Attu/Massacre Bay,6,17,2004,0,SWFSC count from MF non-pup aerial survey photo
Buldir,7,99,1979,1142,"""AINWR report, 1980"""
Buldir,7,3,2002,42,"trl 44, 41, 41"
Buldir,7,8,2005,26,NA
Buldir,99,99,1988,460,NA
Buldir,7,99,1989,494,"""463 in Loughlin et al, 1992"""
Buldir,7,8,1990,381,"""Douglas & Byrd, 1990, Alaska Maritime NWR"""
Buldir,6,26,1998,122,checked to field book
Buldir,6,26,1997,120,checked to field book
Buldir,6,27,2012,0,"Not sure which site, NEED TO CHECK"
Buldir,6,28,1995,120,source: Alaska Maritime NWR
Buldir/East Cape,6,27,2013,0,NA
Buldir/East Cape,6,21,2004,0,SWFSC count from MF non-pup aerial survey photo
Buldir/Nw Rocks,6,27,2013,0,"On offshore rocks near largest, farthest rock with bird colonies. Four sea lions were on cobbles under cave. No sea lions on former rookery beach"
Buldir/Nw Rocks,6,21,2004,0,SWFSC count from MF non-pup aerial survey photo
Buldir/Rookery,7,20,2008,7,Logs for checkcount
Buldir/Rookery,7,2,2008,7,Logs for checkcount
Buldir/Rookery,6,21,2004,26,SWFSC count from MF non-pup aerial survey photo
Buldir/Rookery,6,27,2013,0,NA
Dan's Rocks,6,17,2004,0,SWFSC count from MF non-pup aerial survey photo
Ingenstrem Rocks,6,21,2004,0,SWFSC count from MF non-pup aerial survey photo
Nizki,6,26,2013,0,NA
Nizki,6,16,2004,0,SWFSC count from MF non-pup aerial survey photo
Shemya,6,26,2013,0,NA
Shemya,6,16,2004,0,SWFSC count from MF non-pup aerial survey photo
Shemya,7,16,2011,0,NA
Shemya,7,16,2011,0,NA
Cape Newenham,7,3,2015,0,Otter aerial image count.
Cape Newenham,7,3,2015,0,Otter aerial image count.
Otter Island,7,18,2015,0,Hex aerial image count
Otter Island,7,18,2015,0,Hex aerial image count
St. Paul/Ne Point,7,14,2015,0,Hex aerial image count
St. Paul/Ne Point,7,13,2015,0,Hex aerial image count
St. Paul/Sea Lion Rock,6,27,2005,0,NA
St. Paul/Sea Lion Rock,7,15,2015,0,Hex aerial image count
St. Paul/Sea Lion Rock,7,15,2015,0,Hex aerial image count
Walrus,6,27,2005,27,NA
Walrus,7,15,2010,14,Tiglax trip; cliff count supplemented by skiff and vessel observations
Walrus,7,18,2015,49,Hex aerial image count
Walrus,7,24,1997,35,"""Byrd, 1997, Alaska Maritime NWR"""
Walrus,7,26,2005,29,Brian Fadely count (Pribilofs)
Walrus,7,24,1982,334,"Loughlin Memo, 8/9/1982"
Walrus,7,5,2001,39,Robson email dated 11/27/02
Walrus,8,99,1989,250,"""Loughlin et al, 1992"""
Walrus,8,19,1987,114,"Gearin memo, 8/19/1987"
Walrus,7,16,1991,63,"""50 in Merrick et al, 1992"""
Walrus,8,4,1981,292,"Loughlin Memo, 8/9/1982"
Walrus,7,12,1994,61,"""Strick et al, 1997"""
Walrus,7,18,2015,47,Hex aerial image count
